scientificName_Parasite 	Authority	scientificName_Host	Location	PROVINCE
Alcicornis hainanensis	Gu & Shen, 1976        	Zonichthys nigrofasciata	South China Sea	South China Sea
Ectenurus zonichthyi	Gu & Shen, 1978        	Zonichthys nigrofasciata	South China Sea	South China Sea
Uterovesiculurus sinensis	Gu & Shen, 1978        	Zonichthys nigrofasciata	South China Sea	South China Sea
Bucephalus varicus	Manter, 1940          	Zonichthys nigrofasciata	South China Sea	South China Sea
Musculovesicula zonichthydis	Shen, 1990          	Zonichthys nigrofasciata	South China Sea	South China Sea
Preptetos xesuri	(Yamaguti, 1940)          	Zebrasoma veliferum	Australia: Coast of Queensland	Northeast Australian Shelf
Zebrasomatrema pichelinae	Bray & Chambers, 2000        	Zebrasoma veliferum	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecithoides zebrasomatis	Yamaguti, 1970          	Zebrasoma veliferum	Hawaiian coast	Hawaii
Neohexangitrema zebrasomatis	          	Zebrasoma scopas	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos xesuri	(Yamaguti, 1940)          	Zebrasoma scopas	Australia: Coast of Queensland	Northeast Australian Shelf
Zebrasomatrema pichelinae	Bray & Chambers, 2000        	Zebrasoma scopas	Australia: Coast of Queensland	Northeast Australian Shelf
Prototransversotrema steeri	(Angel, 1969)          	Xiphophorus maculatus	Queensland	Northeast Australian Shelf
Prototransversotrema steeri	(Angel, 1969)          	Xiphophorus helleri	Australia: Coast of Queensland	Northeast Australian Shelf
Prototransversotrema steeri	(Angel, 1969)          	Xiphophorus helleri	Queensland	Northeast Australian Shelf
Centrocestus formosanus	(Nishigori, 1924)          	Xiphophorus helleri	Hawaiian Islands	Hawaii
Reniforma multilobularis	Yamaguti, 1970          	Xiphias gladius	Hawaiian coast	Hawaii
Lepotrema xanthichthydis	(Yamaguti, 1970)          	Xanthichthys ringens	Hawaiian coast	Hawaii
Lepocreadium xanthichthydis	Yamaguti, 1970          	Xanthichthys ringens	Hawaiian coast	Hawaii
Diploproctodaeum waki	Shen, 1990          	Wak sina	South China Sea	South China Sea
Hamacreadium hainanensis	Shen, 1990          	Wak sina	South China Sea	South China Sea
Pleorchis sciaenae	Yamaguti, 1938          	Wak sina	South China Sea	South China Sea
Plerurus digitatus	(Looss, 1899)          	Variola louti	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema patialense	(Soparkar, 1924)          	Valamugil seheli	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Valamugil cunnesius	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Upeneus tragula	Australia: Coast of Queensland	Northeast Australian Shelf
Bucephalopsis obpyriformis	Gu & Shen, 1976        	Tylosurus melanotus	South China Sea	South China Sea
Hurleytrema hainanense	Shen, 1990          	Tylosurus melanotus	South China Sea	South China Sea
Bucephalopsis bennetti	(Hopkins & Sparks)        	Tylosurus leiurus	South China Sea	South China Sea
Bucephalopsis bennetti	(Hopkins & Sparks, 1958)        	Tylosurus leiurus	South China Sea	South China Sea
Phyllodistomum pearsei	Holl, 1929          	Tylosurus leiurus	South China Sea	South China Sea
Schikhobalotrema acutum	(Linton, 1910)          	Tylosurus giganteus	South China Sea	South China Sea
Lecithaster stellatus	Looss, 1906          	Tylosurus anstomella	South China Sea	South China Sea
Gonapodasmius hainanensis	Gu & Shen, 1983        	Trisotropis dermopterus	South China Sea	South China Sea
Trifoliovarium triacanthi	(Parukhin, 1964)          	Tripodichthys angustifrons	Australia: Coast of Queensland	Northeast Australian Shelf
Trifoliovarium triacanthi	Bilqees, 1971          	Tripodichthys angustifrons	Australia: Coast of Queensland	Northeast Australian Shelf
Trifoliovarium triacanthusi	Gupta & Ahmad, 1976        	Tripodichthys angustifrons	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha triacanthi	Parukhin, 1964          	Tripodichthys angustifrons	Australia: Coast of Queensland	Northeast Australian Shelf
Coitocaecum orthorchis	Ozaki, 1926          	Tridentiger obscurus	South China Sea	South China Sea
Plerurus digitatus	(Looss, 1899)          	Trichiurus lepturus	Coast of Philippines	Western Coral Triangle
Musculovesicula trichiuri	Gu & Shen        	Trichiurus haumela	South China Sea	South China Sea
Erilepturus trichiuri	Gu & Shen, 1978        	Trichiurus haumela	South China Sea	South China Sea
Lecithochirium trichiuri	Gu & Shen, 1981        	Trichiurus haumela	South China Sea	South China Sea
Plerurus hainanensis	Gu & Shen, 1981        	Trichiurus haumela	South China Sea	South China Sea
Plerurus spatulocirrus	Gu & Shen, 1981        	Trichiurus haumela	South China Sea	South China Sea
Plerurus trichiuri	Gu & Shen, 1981        	Trichiurus haumela	South China Sea	South China Sea
Lecithochirium fusiforme	Luhe, 1901          	Trichiurus haumela	South China Sea	South China Sea
Aponurus megaloporus	Shen & Li, 2000        	Trichiurus haumela	South China Sea	South China Sea
Lecithocladium pagrosomi	Yamaguti, 1934          	Trichiurus haumela	South China Sea	South China Sea
Tubulovesicula anguillae	Yamaguti, 1934          	Trichiurus haumela	South China Sea	South China Sea
Bucephalopsis scombropsis	Yamaguti, 1938          	Trichiurus haumela	South China Sea	South China Sea
Lecithochirium holocentri	Yamaguti, 1970          	Trichiurus haumela	South China Sea	South China Sea
Stephanostomum imparispine	(Linton, 1905)          	Triacanthus brevirostris	South China Sea	South China Sea
Torticaecum fenestratum	(Linton, 1907)          	Triacanthus brevirostris	South China Sea	South China Sea
Hypocreadium scaphosomum	(Manter, 1940)          	Triacanthus brevirostris	South China Sea	South China Sea
Derogenes varicus	(Muller, 1784)          	Triacanthus brevirostris	South China Sea	South China Sea
Coitocaecum parvum	Crowcroft, 1944          	Triacanthus brevirostris	South China Sea	South China Sea
Pseudocreadium scaphosomum	Manter, 1940          	Triacanthus brevirostris	South China Sea	South China Sea
Diploproctodaeum macracetabulum	Oshmarin, Mamaev & Parukhin, 1961        	Triacanthus brevirostris	South China Sea	South China Sea
Schistorchis skrjabini	Parukhin, 1963          	Triacanthus brevirostris	South China Sea	South China Sea
Xystretrum abalisti	Parukhin, 1963          	Triacanthus brevirostris	South China Sea	South China Sea
Hysterolecitha triacanthi	Parukhin, 1964          	Triacanthus brevirostris	South China Sea	South China Sea
Clavogalea trachinoti	(Fischthal & Thomas, 1968)        	Trachinotus coppingeri	Australia: Coast of Queensland	Northeast Australian Shelf
Elytrophalloides humerus	Bray, 1990          	Trachinotus coppingeri	Australia: Coast of Queensland	Northeast Australian Shelf
Chrisomon gaigai	Dove & Cribb, 1998        	Trachinotus coppingeri	Australia: Coast of Queensland	Northeast Australian Shelf
Provitellus turrum	Dove & Cribb, 1998        	Trachinotus coppingeri	Australia: Coast of Queensland	Northeast Australian Shelf
Clavogalea trachinoti	(Fischthal & Thomas, 1968)        	Trachinotus botla	Australia: Coast of Queensland	Northeast Australian Shelf
Elytrophalloides humerus	Bray, 1990          	Trachinotus botla	Australia: Coast of Queensland	Northeast Australian Shelf
Chrisomon gaigai	Dove & Cribb, 1998        	Trachinotus botla	Australia: Coast of Queensland	Northeast Australian Shelf
Lobatostoma manteri	Rohde, 1973          	Trachinotus blochii	Australia: Coast of Queensland	Northeast Australian Shelf
Tubulovesicula spari	Yamaguti, 1934          	Trachinocephalus myops	South China Sea	South China Sea
Bianium plicitum	(Linton, 1928)          	Torquigener whitleyi	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium plicitum	(Linton, 1928)          	Torquigener pleurogramma	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema patialense	(Soparkar, 1924)          	Tilapia mossambica	Coast of Philippines	Western Coral Triangle
Didymocystis ovata	Ishii, 1935          	Thunnus tonggol	South China Sea	South China Sea
Koellikeria orientalis	Yamaguti, 1934          	Thunnus tonggol	South China Sea	South China Sea
Oesophagocystis dissimilis	(Yamaguti, 1938)          	Thunnus thynnus	South China Sea	South China Sea
Univitellodidymocystis neothunni	Yamaguti, 1970          	Thunnus thynnus	Hawaiian coast	Hawaii
Platocystis vivipara	(Yamaguti, 1970)          	Thunnus obesus	Hawaiian coast	Hawaii
Wedlia pylorica	(Yamaguti, 1970)          	Thunnus obesus	Hawaiian coast	Hawaii
Wedlia retrorbitalis	(Yamaguti, 1970)          	Thunnus obesus	Hawaiian coast	Hawaii
Cardicola ahi	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Didymocystoides bifasciatus	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Koellikerioides externogastricus	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Koellikerioides internogastricus	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Neonematobothrioides poonui	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Opisthorchinematobothrium parathunni	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Univitellodidymocystis neothunni	Yamaguti, 1970          	Thunnus obesus	Hawaiian coast	Hawaii
Platocystis vivipara	(Yamaguti, 1970)          	Thunnus albacares	Hawaiian coast	Hawaii
Wedlia abdominalis	(Yamaguti, 1970)          	Thunnus albacares	Hawaiian coast	Hawaii
Wedlia retrorbitalis	(Yamaguti, 1970)          	Thunnus albacares	Hawaiian coast	Hawaii
Cardicola ahi	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Didymocystis irregularis	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Didymocystoides bifasciatus	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Koellikerioides externogastricus	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Koellikerioides internogastricus	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Orbitonematobothrium perioculare	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Univitellodidymocystis neothunni	Yamaguti, 1970          	Thunnus albacares	Hawaiian coast	Hawaii
Didymocystis irregularis	Yamaguti, 1970          	Thunnus alalunga	Hawaiian coast	Hawaii
Opisthorchinematobothrium parathunni	Yamaguti, 1970          	Thunnus alalunga	Hawaiian coast	Hawaii
Ectenurus theraponae	Oshmarin, 1965          	Therapon theraps	South China Sea	South China Sea
Plagioporus serotinus	Stafford, 1904          	Therapon theraps	South China Sea	South China Sea
Opecoelus inimici	Yamaguti, 1934          	Therapon theraps	South China Sea	South China Sea
Transversotrema patialense	(Soparkar, 1924)          	Therapon plumbeus	Coast of Philippines	Western Coral Triangle
Opecoelus minimus	(Tubangui, 1928)          	Therapon plumbeus	Coast of Philippines	Western Coral Triangle
Azygia pristipomai	Tubangui, 1928          	Therapon plumbeus	Coast of Philippines	Western Coral Triangle
Azygia pristipomai	Tubangui, 1928          	Therapon jarbua	Coast of Philippines	Western Coral Triangle
Torticaecum nipponicum	Yamaguti, 1942          	Therapon jarbua	Coast of Philippines	Western Coral Triangle
Transversotrema patialense	(Soparkar, 1924)          	Therapon argenteus	Coast of Philippines	Western Coral Triangle
Lepocreadium navodoni	Shen, 1986          	Thamnaconus modestus	South China Sea	South China Sea
Deretrema nahaense	Yamaguti, 1942          	Thalassoma lutescens	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Thalassoma lunare	Australia: Coast of Queensland	Northeast Australian Shelf
Bivesicula claviformis	Yamaguti, 1934          	Thalassoma lunare	Australia: Coast of Queensland	Northeast Australian Shelf
Deretrema nahaense	Yamaguti, 1942          	Thalassoma lunare	Australia: Coast of Queensland	Northeast Australian Shelf
Deretrema nahaense	Yamaguti, 1942          	Thalassoma janseni	Australia: Coast of Queensland	Northeast Australian Shelf
Deretrema nahaense	Yamaguti, 1942          	Thalassoma hardwicki	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos xesuri	(Yamaguti, 1940)          	Thalassoma duperreyi	Hawaiian coast	Hawaii
Preptetos caballeroi	Pritchard, 1960          	Thalassoma duperreyi	Hawaiian coast	Hawaii
Diplobulbus minutus	Pritchard, 1966          	Thalassoma duperreyi	Hawaiian coast	Hawaii
Diplobulbus minutus	Pritchard, 1966          	Thalassoma ballieui	Hawaiian coast	Hawaii
Cardicola grandis	Lebedev & Mamaev, 1968        	Tetrapterus audax	Australia: Coast of Queensland	Northeast Australian Shelf
Makairatrema musculicola	Yamaguti, 1970          	Tetrapterus audax	Hawaiian coast	Hawaii
Neodidymozooides microstoma	Yamaguti, 1970          	Tetrapterus audax	Hawaiian coast	Hawaii
Neodidymozooides microstoma	Yamaguti, 1970          	Tetrapterus angustirostris	Hawaiian coast	Hawaii
Reniforma multilobularis	Yamaguti, 1970          	Tetrapterus angustirostris	Hawaiian coast	Hawaii
Caecobiporum rutellum	Mamaev, 1970          	Tetraodon viridipunctatus	South China Sea	South China Sea
Opistholebes amplicoelus	          	Tetractenos hamiltoni	Australia: Coast of Queensland	Northeast Australian Shelf
Isoparorchis hypselobagri	(Billet, 1898)          	Tandanus tandanus	Queensland	Northeast Australian Shelf
Monodhelmis trichofurcata	(Johnston & Angel, 1940)        	Tandanus tandanus	Queensland	Northeast Australian Shelf
Monodhelmis trichofurcata	(Johnston & Angel, 1940)        	Tandanus tandanus	Queensland	Northeast Australian Shelf
Opecoelus variabilis	Cribb, 1985          	Tandanus tandanus	Queensland	Northeast Australian Shelf
Tandanicola bancrofti	Johnston, 1927          	Tandanus tandanus	Queensland	Northeast Australian Shelf
Bianium hemistoma	(Ozaki, 1928)          	Takifugu vermicularis	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium hemistoma	(Ozaki, 1928)          	Takifugu poecilonotus	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium hemistoma	(Ozaki, 1928)          	Takifugu pardalis	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium hemistoma	(Ozaki, 1928)          	Takifugu oblongus	Australia: Coast of Queensland	Northeast Australian Shelf
Diploproctodaeum spinosus	Liu, 2002          	Takifugu oblongus	South China Sea	South China Sea
Bianium hemistoma	(Ozaki, 1928)          	Takifugu niphobles	Australia: Coast of Queensland	Northeast Australian Shelf
Plagioporus apogonichthydis	Yamaguti, 1938          	Synechogobius ommaturus	South China Sea	South China Sea
Prosorhynchus synanceiae	Wang, 1985          	Synanceia horrida	South China Sea	South China Sea
Opegaster syngnathi	Yamaguti, 1934          	Synanceia horrida	South China Sea	South China Sea
Homalometron synagris	(Yamaguti, 1953)          	Synagris taeniopterus	Pacific coast of Indonesia	Western Coral Triangle
Apocreadium synagris	Yamaguti, 1953          	Synagris taeniopterus	Pacific coast of Indonesia	Western Coral Triangle
Indodidymozoon metridion	Anderson & Cribb, 1995        	Suggrundus jugosus	Australia: Coast of Queensland	Northeast Australian Shelf
Hypocreadium cavum	Bray & Cribb, 1996        	Sufflamen fraenatus	Australia: Coast of Queensland	Northeast Australian Shelf
Lepotrema clavatum	Ozaki, 1932          	Sufflamen chrysopterus	Australia: Coast of Queensland	Northeast Australian Shelf
Hypocreadium patellare	Yamaguti, 1938          	Sufflamen chrysopterus	Australia: Coast of Queensland	Northeast Australian Shelf
Lobatocreadium exiguum	(Manter, 1963)          	Sufflamen capistratus	Hawaiian coast	Hawaii
Lobatocreadium exiguum	(Manter, 1963)          	Sufflamen capistratus	South China Sea	South China Sea
Pseudocreadium hainanensis	Shen, 1990          	Sufflamen capistratus	South China Sea	South China Sea
Lobatocreadium exiguum	(Manter, 1963)          	Sufflamen bursa	Australia: Coast of Queensland	Northeast Australian Shelf
Hexangium sigani	Goto & Ozaki, 1929        	Stolephorus commerson	Coast of Philippines	Western Coral Triangle
Callohelmis pichelinae	Cribb & Bray, 1999        	Stethojulis bandanensis	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium hemistoma	(Ozaki, 1928)          	Stephanolepis cirrhifer	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Stegastes fasciolatus	Australia: Coast of Queensland	Northeast Australian Shelf
Schikhobalotrema crassum	Pritchard & Manter, 1961        	Stegastes fasciolatus	Hawaiian coast	Hawaii
Schikhobalotrema pomacentri	(Manter, 1937)          	Stegastes apicalis	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Stegastes apicalis	Australia: Coast of Queensland	Northeast Australian Shelf
Siphodera vinaledwardsii	(Linton, 1901)          	Sphyraena pinguis	South China Sea	South China Sea
Prosorhynchus sphyraenae	Gu & Shen, 1976        	Sphyraena pinguis	South China Sea	South China Sea
Didymocystis radiatus	Ku & Shen, 1965        	Sphyraena pinguis	South China Sea	South China Sea
Didymozoon biramus	Ku & Shen, 1965        	Sphyraena pinguis	South China Sea	South China Sea
Lepidapedon sphyraenae	Shen, 1990          	Sphyraena pinguis	South China Sea	South China Sea
Bucephalus trifurcatus	Wang, 1980          	Sphyraena pinguis	South China Sea	South China Sea
Prosorhynchus clavatum	Wang, 1980          	Sphyraena pinguis	South China Sea	South China Sea
Stephanostomum sphyraenae	Wang, 1982          	Sphyraena pinguis	South China Sea	South China Sea
Prosorhynchoides philippinorum	(Velasquez, 1959)          	Sphyraena langsar	Coast of Philippines	Western Coral Triangle
Bucephaloides philippinorum	Velasquez, 1959          	Sphyraena langsar	Coast of Philippines	Western Coral Triangle
Pseudopecoeloides carangis	(Yamaguti, 1938)          	Sphyraena jello	Coast of Philippines	Western Coral Triangle
Prosorhynchus sphyraenae	Gu & Shen, 1976        	Sphyraena jello	South China Sea	South China Sea
Didymocystis radiatus	Ku & Shen, 1965        	Sphyraena jello	South China Sea	South China Sea
Didymozoon biramus	Ku & Shen, 1965        	Sphyraena jello	South China Sea	South China Sea
Sterrhurus gymnothoracis	Yamaguti, 1940          	Sphyraena jello	South China Sea	South China Sea
Stephanostomum kawalea	Yamaguti, 1970          	Sphyraena helleri	Hawaiian coast	Hawaii
Plerurus digitatus	(Looss, 1899)          	Sphyraena barracuda	Australia: Coast of Queensland	Northeast Australian Shelf
Pseudobucephalopsis spheroides	Long & Lee, 1964        	Sphoeroides ocellatus	South China Sea	South China Sea
Parabucephalopsis spheroides	Tang & Tang, 1976        	Sphoeroides ocellatus	South China Sea	South China Sea
Bianium hemistoma	(Ozaki, 1928)          	Sphoeroides borealis	Australia: Coast of Queensland	Northeast Australian Shelf
Bucephalopsis obpyriformis	Gu & Shen, 1976        	Sparus macrocephalus	South China Sea	South China Sea
Hamacreadium mutabile	Linton, 1910          	Sparus macrocephalus	South China Sea	South China Sea
Opegaster parapristipomatis	Yamaguti, 1934          	Sparus macrocephalus	South China Sea	South China Sea
Proctoeces orientalis	Cao Hua, 1989         	Sparus latus	South China Sea	South China Sea
Coitocaecum gymnophallum	Nicoll, 1915          	Sparus latus	South China Sea	South China Sea
Coitocaecum unibulbosum	Ozaki, 1929          	Sparus latus	South China Sea	South China Sea
Coitocaecum robustum	Wang, 1984          	Sparus latus	South China Sea	South China Sea
Nicolla pyriformis	Wang, Wang & Zhang, 1992        	Sparus latus	South China Sea	South China Sea
Hamacreadium lethrini	Yamaguti, 1934          	Sparus latus	South China Sea	South China Sea
Genolopa sparui	Shen, 1990          	Sparus berda	South China Sea	South China Sea
Transversotrema licinum	Manter, 1970          	Sillago sihama	Australia: Coast of N Territories	Sahul Shelf
Ozakia sillaginis	Shen, 1986          	Sillago sihama	South China Sea	South China Sea
Plagioporus sillagonis	Yamaguti, 1938         	Sillago sihama	South China Sea	South China Sea
Rhipidocotyle eggletoni	Velasquez, 1959          	Sillago sihama	Coast of Philippines	Western Coral Triangle
Proterometra sillagae	Wu, Lu & Zhu, 1997        	Sillago sihama	South China Sea	South China Sea
Torticaecum nipponicum	Yamaguti, 1942          	Sillago sihama	Coast of Philippines	Western Coral Triangle
Plagioporus spari	Yamaguti, 1951          	Sillago sihama	South China Sea	South China Sea
Austroholorchis sprenti	(Gibson, 1987)          	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Gibsonivermis berryi	(Gibson, 1987)          	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Erilepturus hamati	(Yamaguti, 1934)          	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon pearsoni	Anderson & Cribb, 1994        	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Holorchis sprenti	Gibson, 1987          	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Intusatrium berryi	Gibson, 1987          	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Sillago maculata	Australia: Coast of Queensland	Northeast Australian Shelf
Stictodora palmifera	Vazquez-Colet, 1943          	Sillago maculata	Coast of Philippines	Western Coral Triangle
Proterometra brachyura	Wu, Lu & Zhu, 1997        	Sillago maculata	South China Sea	South China Sea
Transversotrema licinum	Manter, 1970          	Sillago lutea	Australia: Coast of Queensland	Northeast Australian Shelf
Proterometra lamellorchis	Wu, Lu & Zhu, 1997        	Sillago japonica	South China Sea	South China Sea
Transversotrema licinum	Manter, 1970          	Sillago ingenuua	Australia: Coast of Queensland	Northeast Australian Shelf
Austroholorchis sprenti	(Gibson, 1987)          	Sillago ciliata	Australia: Coast of Queensland	Northeast Australian Shelf
Gibsonivermis berryi	(Gibson, 1987)          	Sillago ciliata	Australia: Coast of Queensland	Northeast Australian Shelf
Erilepturus hamati	(Yamaguti, 1934)          	Sillago ciliata	Australia: Coast of Queensland	Northeast Australian Shelf
Intusatrium berryi	Gibson, 1987          	Sillago ciliata	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Sillago ciliata	Australia: Coast of Queensland	Northeast Australian Shelf
Austroholorchis sprenti	(Gibson, 1987)          	Sillago analis	Australia: Coast of Queensland	Northeast Australian Shelf
Erilepturus hamati	(Yamaguti, 1934)          	Sillago analis	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Sillago analis	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Siganus vulpinus	Australia: Coast of Queensland	Northeast Australian Shelf
Machidatrema leonae	Bray & Cribb, 2000        	Siganus vulpinus	Australia: Coast of Queensland	Northeast Australian Shelf
Hemiurus sigani	Fischthal & Kuntz, 1964        	Siganus spinus	Coast of Philippines	Western Coral Triangle
Hexangium sigani	Goto & Ozaki, 1929        	Siganus spinus	Coast of Philippines	Western Coral Triangle
Machidatrema frontilatum	(Manter, 1969)          	Siganus rivulatus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Siganus rivulatus	Australia: Coast of Queensland	Northeast Australian Shelf
Theletrum frontilatum	Manter, 1969          	Siganus rivulatus	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithophyllum kitrii	Bray & Cribb, 2001        	Siganus punctatus	Australia: Coast of Queensland	Northeast Australian Shelf
Gyliauchen nahaensis	Ozaki, 1937          	Siganus puellus	Australia: Coast of Queensland	Northeast Australian Shelf
Coitocaecum austrosinicum	Ding, 1993          	Siganus oramin	South China Sea	South China Sea
Atractotrema fusum	Goto & Ozaki, 1929        	Siganus oramin	South China Sea	South China Sea
Coitocaecum sigani	Shen, 1990          	Siganus oramin	South China Sea	South China Sea
Hysterolecithoides epinepheli	Yamaguti, 1934          	Siganus oramin	South China Sea	South China Sea
Hysterolecithoides frontilatus	(Manter, 1969)          	Siganus nebulosus	Australia: Coast of Queensland	Northeast Australian Shelf
Atractotrema sigani	          	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos cannoni	Barker, Bray & Cribb, 1993        	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Machidatrema leonae	Bray & Cribb, 2000        	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithophyllum kitrii	Bray & Cribb, 2001        	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Gyliauchen nahaensis	Ozaki, 1937          	Siganus lineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Hexangium sigani	Goto & Ozaki, 1929        	Siganus javus	Coast of Philippines	Western Coral Triangle
Gyliauchen papillatus	(Goto & Matsudaira, 1918)        	Siganus guttatus	South China Sea	South China Sea
Hemiurus sigani	Fischthal & Kuntz, 1964        	Siganus guttatus	Coast of Philippines	Western Coral Triangle
Hexangium sigani	Goto & Ozaki, 1929        	Siganus guttatus	South China Sea	South China Sea
Hexangium sigani	Goto & Ozaki, 1929        	Siganus guttatus	Coast of Philippines	Western Coral Triangle
Gyliauchen oligoglandulosus	Gu & Shen, 1979        	Siganus guttatus	South China Sea	South China Sea
Gyliauchen papillatus	(Goto & Matsudaira, 1918)        	Siganus fuscescens	Coast of Philippines	Western Coral Triangle
Preptetos cannoni	Barker, Bray & Cribb, 1993        	Siganus fuscescens	Australia: Coast of Queensland	Northeast Australian Shelf
Machidatrema leonae	Bray & Cribb, 2000        	Siganus fuscescens	Australia: Coast of Queensland	Northeast Australian Shelf
Hexangium sigani	Goto & Ozaki, 1929        	Siganus fuscescens	Coast of Philippines	Western Coral Triangle
Allodidymocodium unitubulare	Yamaguti, 1970          	Siganus fuscescens	South China Sea	South China Sea
Osteodidymocodium kawakawa	Yamaguti, 1970          	Siganus fuscescens	South China Sea	South China Sea
Hysterolecithoides frontilatus	(Manter, 1969)          	Siganus doliatus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Siganus doliatus	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos cannoni	Barker, Bray & Cribb, 1993        	Siganus doliatus	Australia: Coast of Queensland	Northeast Australian Shelf
Machidatrema leonae	Bray & Cribb, 2000        	Siganus doliatus	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Siganus doliatus	Australia: Coast of Queensland	Northeast Australian Shelf
Gyliauchen nahaensis	Ozaki, 1937          	Siganus doliatus	Australia: Coast of Queensland	Northeast Australian Shelf
Machidatrema leonae	Bray & Cribb, 2000        	Siganus corallinus	Australia: Coast of Queensland	Northeast Australian Shelf
Gyliauchen nahaensis	Ozaki, 1937          	Siganus corallinus	Australia: Coast of Queensland	Northeast Australian Shelf
Hexangium sigani	Goto & Ozaki, 1929        	Siganus canaliculatus	Coast of Philippines	Western Coral Triangle
Hemiurus sigani	Fischthal & Kuntz, 1964        	Siganus argenteus	Coast of Philippines	Western Coral Triangle
Hexangium sigani	Goto & Ozaki, 1929        	Siganus argenteus	Coast of Philippines	Western Coral Triangle
Bucephalus paraheterotentaculatus	Velasquez, 1959          	Seriolina nigrofasciata	Coast of Philippines	Western Coral Triangle
Lecithaster stellatus	Looss, 1906          	Seriola nigrofasciata	Australia: Coast of Queensland	Northeast Australian Shelf
Ectenurus trachuri	(Yamaguti, 1934)          	Seriola lalandi	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Seriola lalandi	Australia: Coast of Queensland	Northeast Australian Shelf
Dinurus longisinus	Looss, 1907          	Seriola lalandi	Australia: Coast of Queensland	Northeast Australian Shelf
Prosorhynchus facilis	(Ozaki, 1924)          	Seriola dumerili	South China Sea	South China Sea
Metanematobothrium seriolae	Ku & Shen, 1965        	Seriola dumerili	South China Sea	South China Sea
Stephanostomum seriolae	Yamaguti, 1970          	Seriola dumerili	Hawaiian coast	Hawaii
Tormopsolus hawaiiensis	Yamaguti, 1970          	Seriola dumerili	Hawaiian coast	Hawaii
Stephanostomum seriolae	Yamaguti, 1970          	Seriola dumerili	South China Sea	South China Sea
